X,Y,class
7.68773,8.49074,0
8.55698,6.80504,0
8.44192,8.42804,0
5.89009,6.97709,0
7.80504,9.73901,0
10.0514,8.8549,0
7.2472,8.42865,0
7.45989,8.41818,0
6.85824,9.09698,0
7.50339,8.50245,0
9.97616,8.07989,0
7.9161,6.32713,0
7.18052,7.00454,0
9.45933,7.91449,0
7.53077,6.37252,0
8.7253,8.95089,0
9.8685,7.5109,0
6.49922,8.14294,0
7.29609,9.01171,0
8.84331,11.0243,0
8.50384,7.37895,0
7.49843,7.02814,0
7.50572,8.95977,0
7.43155,7.84259,0
7.82793,7.68523,0
6.2736,8.88984,0
9.32576,7.25917,0
8.47473,9.34412,0
7.95598,6.37018,0
10.2161,6.84489,0
7.254,7.61054,0
7.94047,7.91316,0
8.26599,7.01457,0
7.91506,7.3689,0
8.22435,8.32936,0
5.85017,7.13892,0
6.88971,9.42374,0
6.55111,8.09236,0
9.53012,8.77051,0
8.75865,7.9239,0
7.12112,8.23568,0
9.52482,9.35699,0
7.76496,7.8524,0
8.9356,8.57894,0
7.64698,8.66181,0
7.57679,6.94225,0
7.27151,8.14682,0
8.39091,7.24136,0
8.76452,9.87214,0
7.92283,9.28004,0
8.3263,7.5758,0
6.89113,7.58755,0
8.69338,8.45709,0
7.77411,7.37138,0
6.865,9.39007,0
10.2273,6.59956,0
9.29683,6.12563,0
9.54545,7.22231,0
11.3067,8.91498,0
6.96043,8.98132,0
9.54628,9.11171,0
9.61236,6.87682,0
8.54237,8.35231,0
8.82075,8.78079,0
7.28148,7.86258,0
9.31503,9.07116,0
7.51262,5.47303,0
9.46436,7.31217,0
8.31366,8.99765,0
7.71373,8.35724,0
8.89283,5.58415,0
8.19948,8.31101,0
9.68588,8.97956,0
9.03648,8.30738,0
6.89387,7.22168,0
9.08091,6.78636,0
6.98018,7.95794,0
8.80995,8.61397,0
7.22343,7.19463,0
6.64183,7.8077,0
7.88495,8.60711,0
7.29687,7.19055,0
9.56202,8.75283,0
8.08215,7.68227,0
9.18083,7.40526,0
7.73083,8.15465,0
6.25234,8.07218,0
6.91814,8.6871,0
8.87045,8.07767,0
7.68909,7.74589,0
6.9271,8.53662,0
6.31985,7.75731,0
6.68049,8.75386,0
8.36758,8.24131,0
9.90542,7.15499,0
8.9819,8.34411,0
7.41674,8.73841,0
6.83588,6.99208,0
7.02605,8.71419,0
8.69023,7.8617,0
8.18547,5.84525,0
8.22018,10.7021,0
9.0219,7.8075,0
9.6084,7.87848,0
6.91331,7.8691,0
6.47852,7.88836,0
7.53729,7.72099,0
7.5087,8.56285,0
9.13492,9.51771,0
8.74658,8.64161,0
8.01174,8.83623,0
7.50707,9.29603,0
7.3086,9.28458,0
7.38154,8.5152,0
7.27965,7.32886,0
8.9938,7.79076,0
7.34779,6.35629,0
8.33513,7.68271,0
7.1785,7.60053,0
9.03212,7.27295,0
8.00957,8.19425,0
9.03384,8.73858,0
7.48664,7.64618,0
7.19552,8.85388,0
7.2162,8.28006,0
7.02062,9.28138,0
7.27549,7.89462,0
8.13853,7.52969,0
7.5756,8.18617,0
7.77366,8.53709,0
7.4007,7.10386,0
7.85277,8.50701,0
9.29359,7.91354,0
8.14639,7.44304,0
8.29547,8.69452,0
8.58582,10.0143,0
7.62656,6.99324,0
8.16484,7.08846,0
9.32226,10.0122,0
8.78201,8.11979,0
8.2585,6.46484,0
8.12455,7.85499,0
7.79727,8.56904,0
9.74739,7.11735,0
7.427,8.90558,0
6.57802,5.54795,0
7.32037,7.18861,0
8.06051,6.57093,0
8.70055,8.13558,0
8.56875,8.72973,0
8.42395,7.31505,0
8.20106,9.31487,0
8.16197,7.2938,0
7.03807,6.26927,0
7.20325,8.45307,0
9.59635,9.40388,0
7.07325,6.70371,0
8.05971,6.49846,0
9.28389,6.78998,0
8.4064,8.51544,0
6.63227,7.24439,0
7.40808,6.16641,0
8.85174,6.1754,0
7.55468,9.18218,0
9.44014,8.26899,0
7.3892,7.66008,0
7.53651,7.80623,0
7.30326,8.34106,0
9.07741,6.54672,0
7.35089,8.63729,0
8.33336,7.92501,0
6.89575,9.19501,0
7.76622,6.70877,0
8.44619,9.37611,0
7.99519,7.59225,0
6.94377,6.54653,0
6.24998,6.72312,0
9.23065,8.12637,0
7.92524,7.57087,0
7.85333,6.59982,0
8.75791,7.61509,0
8.35693,7.50958,0
7.2893,8.39064,0
7.78762,6.65525,0
8.76182,10.2608,0
9.18937,9.78993,0
8.77111,9.7864,0
6.12049,9.21557,0
9.5996,7.48377,0
9.78999,6.50287,0
8.36754,7.63207,0
6.22534,6.87596,0
8.11539,6.10842,0
6.78208,8.2627,0
8.68225,9.60534,0
6.61107,9.74603,0
8.93691,8.03279,0
7.36931,9.2154,0
7.97165,9.8051,0
9.09278,7.39862,0
8.30553,7.62959,0
6.7484,7.72573,0
8.19259,7.7237,0
5.29429,7.11747,0
7.79609,7.19186,0
8.88734,6.46216,0
7.13581,8.48405,0
6.1343,9.67771,0
8.26229,9.5584,0
6.96885,7.73742,0
8.34447,8.74914,0
9.21338,8.56615,0
6.80996,8.95296,0
9.61668,7.22984,0
9.52984,6.52576,0
7.44727,8.95442,0
8.55051,8.54468,0
8.69864,8.37267,0
9.3347,9.1423,0
7.81818,7.36768,0
8.39396,8.62396,0
8.94249,7.19582,0
7.84049,7.29605,0
6.62779,8.24989,0
9.80571,8.52637,0
8.27971,6.45285,0
5.67041,8.79457,0
8.77043,7.63554,0
9.01483,9.47119,0
7.79486,10.6613,0
9.35969,9.62972,0
8.68347,8.29903,0
6.9124,6.56835,0
9.29415,8.33323,0
7.93222,9.2345,0
7.57207,8.02914,0
6.71522,7.85938,0
6.93697,8.52952,0
8.48149,8.1034,0
9.68471,7.72489,0
6.71973,7.95714,0
9.83322,7.8111,0
7.86191,8.80155,0
8.41836,9.02823,0
7.67639,7.44344,0
8.42171,8.0707,0
6.13585,7.9938,0
8.16907,7.38803,0
6.45933,9.16465,0
9.55589,8.88913,0
6.73093,9.40613,0
6.99863,9.63295,0
9.36015,8.66153,0
7.6814,8.78882,0
8.69546,7.55239,0
7.01122,8.303,0
8.23173,8.1185,0
8.03792,6.34994,0
7.52283,7.26985,0
8.12476,6.23214,0
7.96429,7.17579,0
6.51921,7.56106,0
7.03491,7.60256,0
7.6018,11.4703,0
7.22796,8.35937,0
8.70125,8.33669,0
6.19397,9.54504,0
8.32798,8.46131,0
8.2954,9.10983,0
9.33243,7.51882,0
9.1319,8.84401,0
7.63519,6.57554,0
7.10358,8.33228,0
7.30992,8.88724,0
8.57402,5.89513,0
7.31462,9.91868,0
8.8026,5.68928,0
8.54032,7.20666,0
7.86086,8.08783,0
6.77148,7.86252,0
8.60119,7.61527,0
8.90754,9.1899,0
6.80329,7.04953,0
8.91136,9.10808,0
9.39657,9.04733,0
7.67926,7.593,0
7.10825,7.65971,0
8.16407,7.28487,0
7.53825,8.20892,0
6.96489,8.7573,0
6.43702,8.8044,0
9.00113,8.41473,0
8.43813,6.25827,0
7.41731,9.32308,0
7.18711,8.83701,0
7.19161,8.37601,0
8.56212,6.90545,0
7.7381,11.9719,0
8.25009,7.15458,0
6.7563,8.89866,0
7.98827,9.63024,0
9.75478,6.66042,0
5.84723,9.1043,0
8.63493,7.41599,0
7.65475,8.60121,0
10.4996,7.0488,0
5.93805,7.44874,0
6.2466,9.66849,0
8.17111,8.35892,0
8.35214,7.24261,0
8.56892,8.17875,0
7.56812,7.52677,0
7.1481,6.91011,0
7.60359,6.68889,0
7.77855,7.56755,0
6.5793,8.00528,0
9.00325,7.08769,0
8.67089,7.89035,0
7.83956,8.03464,0
8.87811,9.32035,0
7.51678,5.41874,0
6.69567,6.83112,0
8.31728,6.63843,0
7.99592,7.1283,0
7.44656,8.4881,0
7.66186,8.61894,0
8.67849,8.42237,0
7.39212,8.36171,0
7.68731,7.32994,0
8.8779,6.83017,0
8.26712,7.42288,0
6.80029,8.17795,0
7.60931,7.09101,0
7.22605,8.78129,0
8.48498,8.32016,0
8.92823,6.5331,0
7.5926,7.13888,0
8.37677,6.43802,0
6.88119,8.67122,0
8.65227,9.25406,0
4.79386,7.24841,0
8.35891,5.79627,0
8.95751,6.03905,0
7.90872,6.92535,0
9.022,7.57492,0
7.53958,10.0179,0
7.48605,8.75846,0
8.98286,6.83112,0
7.7813,8.99563,0
8.00422,8.56395,0
7.06805,9.22591,0
8.7876,7.65639,0
6.64244,7.15752,0
8.07067,7.84216,0
8.49083,6.07129,0
8.89396,7.05082,0
7.29035,5.35348,0
6.47772,8.01295,0
9.31023,7.37715,0
7.44582,9.05708,0
5.7039,7.07233,0
9.96947,6.76183,0
7.93587,6.65113,0
8.31259,9.39011,0
7.64246,8.3396,0
7.14701,6.96049,0
8.00968,8.48575,0
6.32579,7.7313,0
7.80199,7.66512,0
8.03308,8.32974,0
8.41461,7.59058,0
8.73015,8.00464,0
7.8701,9.77899,0
9.26177,8.75451,0
8.49769,8.62606,0
5.95076,9.16507,0
9.21863,4.83925,0
8.02809,6.66637,0
8.90239,10.1434,0
6.42227,6.537,0
8.17437,8.60289,0
7.45156,6.07946,0
6.42972,7.87645,0
6.38146,7.41442,0
7.38999,6.00878,0
9.807,9.2152,0
7.71017,8.98706,0
7.18297,8.07972,0
6.12161,8.37108,0
7.60187,7.23334,0
8.85987,8.17153,0
5.92618,8.32963,0
7.02816,8.68911,0
8.0935,9.2149,0
8.30091,8.19828,0
6.626,7.15377,0
7.83686,6.88162,0
7.62566,7.53673,0
8.43932,8.07069,0
8.69966,6.29695,0
6.89942,7.8475,0
9.40498,7.39873,0
6.2838,6.01542,0
8.84367,8.9651,0
8.57603,8.47618,0
5.1079,8.573,0
8.07651,7.0481,0
7.5812,9.71082,0
6.30763,7.67324,0
7.69988,7.21522,0
8.53956,8.3461,0
7.21107,8.56666,0
7.34108,7.37866,0
8.51236,9.28507,0
8.42968,6.81016,0
8.49062,8.47824,0
8.08555,10.2958,0
9.10607,7.00285,0
9.36979,8.61473,0
9.66328,8.36535,0
9.02157,7.62109,0
7.59645,8.40714,0
6.58289,8.72411,0
7.72738,7.90267,0
8.42138,8.41255,0
8.06408,8.36496,0
7.23294,8.39382,0
7.97012,8.124,0
6.77195,6.56647,0
8.60811,9.09287,0
8.4134,9.45445,0
6.04257,9.09083,0
9.30524,9.52516,0
8.91035,8.35501,0
8.45599,9.26103,0
10.2833,6.42014,0
8.89252,8.01013,0
7.36772,8.67569,0
7.73877,8.96398,0
6.63212,8.02526,0
8.71685,8.15073,0
9.01216,9.392,0
7.38076,10.0787,0
6.55979,9.19357,0
7.19154,7.13717,0
6.82356,8.72979,0
9.44901,8.82495,0
9.18556,9.02741,0
6.83199,7.80082,0
7.18543,6.87829,0
7.79936,7.71727,0
9.84341,8.46118,0
8.49392,7.86029,0
7.80248,8.29914,0
8.08475,7.17259,0
8.68162,7.01202,0
6.79258,7.17126,0
7.16255,8.23871,0
7.91116,8.12832,0
7.82929,7.99569,0
8.35611,8.01289,0
7.89503,9.15931,0
7.44198,7.04136,0
6.43434,7.35237,0
9.17895,7.83785,0
7.55792,7.87867,0
7.97337,7.85001,0
7.47527,7.63846,0
7.01189,5.78089,0
8.02696,6.03983,0
8.85067,8.01922,0
8.23249,6.29555,0
6.72921,7.05962,0
9.49612,9.59447,0
7.6679,6.43852,0
7.31648,7.81406,0
6.10956,6.82944,0
7.42248,7.15813,0
8.22344,9.50198,0
9.14897,8.53675,0
7.62143,8.62986,0
7.3654,8.23453,0
7.16759,8.84385,0
8.04395,7.27692,0
7.85848,8.56691,0
7.2327,8.64675,0
8.14217,6.9133,0
7.87051,6.79041,0
8.36792,8.9644,0
8.89968,7.88392,0
8.78042,8.36531,0
8.18142,6.60542,0
7.72748,8.93981,0
8.71433,7.21252,0
7.97586,7.70055,0
8.46496,8.99602,0
9.92132,8.23497,0
7.00651,7.09888,0
7.85385,7.60498,0
8.16186,8.54775,0
7.47743,9.59623,0
7.12525,5.81006,0
9.04849,8.67307,0
6.57087,8.10094,0
7.96528,6.56395,0
7.96581,6.65521,0
9.39908,7.63558,0
8.95452,7.79405,0
8.31504,7.62877,0
9.50017,7.21975,0
9.56808,7.44215,0
8.03256,8.92711,0
9.03633,8.27914,0
6.89138,8.07259,0
8.94747,9.25614,0
7.26803,8.64916,0
9.73156,8.87048,0
8.04281,10.0138,0
8.86923,6.96725,0
9.65198,8.74753,0
8.26969,8.89634,0
8.44308,6.56908,0
9.56295,8.42522,0
7.90169,7.57208,0
8.761,7.23485,0
7.76877,9.00478,0
8.18818,6.09955,0
8.95848,7.07232,0
7.92418,7.05155,0
8.83936,8.27617,0
8.33427,7.75761,0
6.53012,8.22919,0
8.27851,7.87735,0
8.24668,7.82348,0
9.11675,8.83002,0
8.88391,7.56664,0
8.49938,9.31035,0
7.45043,9.21655,0
5.65156,5.96219,0
7.8814,5.72326,0
8.61373,7.83932,0
7.79188,7.44052,0
8.19726,6.81923,0
7.67284,7.38604,0
6.62646,8.95091,0
7.28866,8.07693,0
7.77144,8.03324,0
7.93051,6.74699,0
8.54745,8.41203,0
8.43763,7.67113,0
9.03816,8.13655,0
8.16113,8.47127,0
5.82999,7.17416,0
7.22604,8.96425,0
7.16917,8.39234,0
6.50997,7.65054,0
7.91454,8.36765,0
9.53133,9.42194,0
7.22381,6.4041,0
7.84564,7.8362,0
8.74158,8.23753,0
9.06553,8.19164,0
8.21035,7.48385,0
10.4468,7.80892,0
5.42062,7.83871,0
7.20957,8.54827,0
7.82605,7.53316,0
5.81548,7.15785,0
8.30047,8.60225,0
8.04267,6.8703,0
8.13169,6.38345,0
7.30204,8.88605,0
8.57466,7.77734,0
10.0571,9.32946,0
7.48785,8.59788,0
7.733,8.23719,0
6.51636,9.12232,0
8.84551,8.10135,0
8.65628,6.59299,0
9.88349,7.90688,0
7.2869,5.95186,0
6.73574,7.26096,0
7.42134,9.50182,0
7.2713,8.36462,0
7.48987,7.53324,0
6.45997,9.10201,0
8.9296,7.23225,0
10.2049,7.67671,0
7.66616,6.39777,0
6.889,8.00215,0
6.41484,7.40246,0
9.78277,5.66025,0
8.63335,10.4785,0
9.25556,7.79177,0
8.17889,7.60964,0
8.05348,8.03677,0
8.32019,8.07617,0
8.33892,9.41303,0
7.82665,7.35827,0
9.25778,5.70143,0
9.11293,8.36329,0
8.29956,8.05568,0
8.92824,9.62715,0
6.40381,8.71233,0
8.4814,9.22815,0
8.5631,8.76309,0
8.27185,7.13107,0
6.38297,8.9729,0
9.10569,8.48485,0
8.35266,7.65463,0
6.55862,9.20489,0
